Sa,Probability
2.466107666236241613e-01,3.327870354664009822e-01
2.509197274415824741e-01,3.438013042579799450e-01
2.552286882595408146e-01,3.547588680682450257e-01
2.595376490774991551e-01,3.656514961638154260e-01
2.638466098954574401e-01,3.764715436838427243e-01
2.681555707134157807e-01,3.872119304709114029e-01
2.724645315313740657e-01,3.978661193553381104e-01
2.767734923493324062e-01,4.084280941036149137e-01
2.810824531672907467e-01,4.188923372133769862e-01
2.853914139852490317e-01,4.292538077118147610e-01
2.897003748032073722e-01,4.395079190916301171e-01
2.940093356211656572e-01,4.496505174982747266e-01
2.983182964391239977e-01,4.596778602640841926e-01
3.026272572570823383e-01,4.695865948688277003e-01
3.069362180750406233e-01,4.793737383919696171e-01
3.112451788929989638e-01,4.890366575093804680e-01
3.155541397109572488e-01,4.985730490762074196e-01
3.198631005289155893e-01,5.079809213279474767e-01
3.241720613468739298e-01,5.172585757233335579e-01
3.284810221648322148e-01,5.264045894453122099e-01
3.327899829827905553e-01,5.354177985700481202e-01
3.370989438007488959e-01,5.442972819084281877e-01
3.414079046187071809e-01,5.530423455198578697e-01
3.457168654366655214e-01,5.616525078941640992e-01
3.500258262546238064e-01,5.701274857940522578e-01
3.543347870725821469e-01,5.784671807477541616e-01
3.586437478905404874e-01,5.866716661791635534e-01
3.629527087084987724e-01,5.947411751608508990e-01
3.672616695264571129e-01,6.026760887738114025e-01
3.715706303444153979e-01,6.104769250565859062e-01
3.758795911623737385e-01,6.181443285254760722e-01
3.801885519803320790e-01,6.256790602468847995e-01
3.844975127982903640e-01,6.330819884423593003e-01
3.888064736162487045e-01,6.403540796066271579e-01
3.931154344342069895e-01,6.474963901187952287e-01
3.974243952521653300e-01,6.545100583268989025e-01
4.017333560701236705e-01,6.613962970861124724e-01
4.060423168880819556e-01,6.681563867311637317e-01
4.103512777060402961e-01,6.747916684637970119e-01
4.146602385239985811e-01,6.813035381365063481e-01
4.189691993419569216e-01,6.876934404141860080e-01
4.232781601599152621e-01,6.939628632958190213e-01
4.275871209778735471e-01,7.001133329788320481e-01
4.318960817958318876e-01,7.061464090492731716e-01
4.362050426137902281e-01,7.120636799815251994e-01
4.405140034317485132e-01,7.178667589318299402e-01
4.448229642497068537e-01,7.235572798104709102e-01
4.491319250676651387e-01,7.291368936180366855e-01
4.534408858856234792e-01,7.346072650317647668e-01
4.577498467035818197e-01,7.399700692285330339e-01
4.620588075215401047e-01,7.452269889316314178e-01
4.663677683394984452e-01,7.503797116690025248e-01
4.706767291574567302e-01,7.554299272311825186e-01
4.749856899754150708e-01,7.603793253177051348e-01
4.792946507933734113e-01,7.652295933612505152e-01
4.836036116113316963e-01,7.699824145193243652e-01
4.879125724292900368e-01,7.746394658237399922e-01
4.922215332472483218e-01,7.792024164786475193e-01
4.965304940652066623e-01,7.836729262983122002e-01
5.008394548831649473e-01,7.880526442762809669e-01
5.051484157011233433e-01,7.923432072780025592e-01
5.094573765190816284e-01,7.965462388493672607e-01
5.137663373370399134e-01,8.006633481340295067e-01
5.180752981549983094e-01,8.046961288927447775e-01
5.223842589729565944e-01,8.086461586183123496e-01
5.266932197909148794e-01,8.125149977400571988e-01
5.310021806088731644e-01,8.163041889121138706e-01
5.353111414268315604e-01,8.200152563800816585e-01
5.396201022447898454e-01,8.236497054209239721e-01
5.439290630627481304e-01,8.272090218512673232e-01
5.482380238807065265e-01,8.306946715995211505e-01
5.525469846986648115e-01,8.341081003375040437e-01
5.568559455166230965e-01,8.374507331674998500e-01
5.611649063345814925e-01,8.407239743609045135e-01
5.654738671525397775e-01,8.439292071448418753e-01
5.697828279704980625e-01,8.470677935333381647e-01
5.740917887884564585e-01,8.501410741998437492e-01
5.784007496064147436e-01,8.531503683880776734e-01
5.827097104243730286e-01,8.560969738583511512e-01
5.870186712423313136e-01,8.589821668666942633e-01
5.913276320602897096e-01,8.618072021742715361e-01
5.956365928782479946e-01,8.645733130847226278e-01
5.999455536962062796e-01,8.672817115072080085e-01
6.042545145141646756e-01,8.699335880430802970e-01
6.085634753321229606e-01,8.725301120942179356e-01
6.128724361500812456e-01,8.750724319911966642e-01
6.171813969680396417e-01,8.775616751395731718e-01
6.214903577859979267e-01,8.799989481826731019e-01
6.257993186039562117e-01,8.823853371793752842e-01
6.301082794219144967e-01,8.847219077954777688e-01
6.344172402398728927e-01,8.870097055073289383e-01
6.387262010578311777e-01,8.892497558164853544e-01
6.430351618757894627e-01,8.914430644742434851e-01
6.473441226937478588e-01,8.935906177149690599e-01
6.516530835117061438e-01,8.956933824972177494e-01
6.559620443296644288e-01,8.977523067517076960e-01
6.602710051476228248e-01,8.997683196352745938e-01
6.645799659655811098e-01,9.017423317899880830e-01
6.688889267835393948e-01,9.036752356066821701e-01
6.731978876014977908e-01,9.055679054921847992e-01
6.775068484194560758e-01,9.074211981396020921e-01
6.818158092374143608e-01,9.092359528010429681e-01
6.861247700553726458e-01,9.110129915622274810e-01
6.904337308733310419e-01,9.127531196184515139e-01
6.947426916912893269e-01,9.144571255514316599e-01
6.990516525092476119e-01,9.161257816065817572e-01
7.033606133272060079e-01,9.177598439703085198e-01
7.076695741451642929e-01,9.193600530469516752e-01
7.119785349631225779e-01,9.209271337350166675e-01
7.162874957810809740e-01,9.224617957023797388e-01
7.205964565990392590e-01,9.239647336601759520e-01
7.249054174169975440e-01,9.254366276350954879e-01
7.292143782349558290e-01,9.268781432398477405e-01
7.335233390529142250e-01,9.282899319415682804e-01
7.378322998708725100e-01,9.296726313279640719e-01
7.421412606888307950e-01,9.310268653710163100e-01
7.464502215067891910e-01,9.323532446880715696e-01
7.507591823247474760e-01,9.336523668001748266e-01
7.550681431427057611e-01,9.349248163875081286e-01
7.593771039606641571e-01,9.361711655418175626e-01
7.636860647786224421e-01,9.373919740157221625e-01
7.679950255965807271e-01,9.385877894688116063e-01
7.723039864145391231e-01,9.397591477104515478e-01
7.766129472324974081e-01,9.409065729392266375e-01
7.809219080504556931e-01,9.420305779789615030e-01
7.852308688684139781e-01,9.431316645112672870e-01
7.895398296863723742e-01,9.442103233045743282e-01
7.938487905043306592e-01,9.452670344396154611e-01
7.981577513222889442e-01,9.463022675313348397e-01
8.024667121402473402e-01,9.473164819472025266e-01
8.067756729582056252e-01,9.483101270219228551e-01
8.110846337761639102e-01,9.492836422685292375e-01
8.153935945941223062e-01,9.502374575858646422e-01
8.197025554120805912e-01,9.511719934624517370e-01
8.240115162300388763e-01,9.520876611767602471e-01
8.283204770479971613e-01,9.529848629938869609e-01
8.326294378659555573e-01,9.538639923586611502e-01
8.369383986839138423e-01,9.547254340852001642e-01
8.412473595018721273e-01,9.555695645429359564e-01
8.455563203198305233e-01,9.563967518391395251e-01
8.498652811377888083e-01,9.572073559979743518e-01
8.541742419557470933e-01,9.580017291361089260e-01
8.584832027737054894e-01,9.587802156349227722e-01
8.627921635916637744e-01,9.595431523093428394e-01
8.671011244096220594e-01,9.602908685733474448e-01
8.714100852275804554e-01,9.610236866021771851e-01
8.757190460455387404e-01,9.617419214912940051e-01
8.800280068634970254e-01,9.624458814121299444e-01
8.843369676814553104e-01,9.631358677646700839e-01
8.886459284994137064e-01,9.638121753269123237e-01
8.929548893173719915e-01,9.644750924012487348e-01
8.972638501353302765e-01,9.651249009578170002e-01
9.015728109532886725e-01,9.657618767748638033e-01
9.058817717712469575e-01,9.663862895761704541e-01
9.101907325892052425e-01,9.669984031655853851e-01
9.144996934071636385e-01,9.675984755587124786e-01
9.188086542251219235e-01,9.681867591118011873e-01
9.231176150430802085e-01,9.687635006478866329e-01
9.274265758610386046e-01,9.693289415802275322e-01
9.317355366789968896e-01,9.698833180330883597e-01
9.360444974969551746e-01,9.704268609599150386e-01
9.403534583149134596e-01,9.709597962589477937e-01
9.446624191328718556e-01,9.714823448863234567e-01
9.489713799508301406e-01,9.719947229667081912e-01
9.532803407687884256e-01,9.724971419015113749e-01
9.575893015867468216e-01,9.729898084747238274e-01
9.618982624047051067e-01,9.734729249564288978e-01
9.662072232226633917e-01,9.739466892040280488e-01
9.705161840406217877e-01,9.744112947612288966e-01
9.748251448585800727e-01,9.748669309548382289e-01
9.791341056765383577e-01,9.753137829894046318e-01
9.834430664944966427e-01,9.757520320397531366e-01
9.877520273124550387e-01,9.761818553414558508e-01
9.920609881304133237e-01,9.766034262792793186e-01
9.963699489483716087e-01,9.770169144736515765e-01
1.000678909766330005e+00,9.774224858651888725e-01
1.004987870584288068e+00,9.778203027973226824e-01
1.009296831402246575e+00,9.782105240970679905e-01
1.013605792220204860e+00,9.785933051539699168e-01
1.017914753038163145e+00,9.789687979972692133e-01
1.022223713856121430e+00,9.793371513713237109e-01
1.026532674674079715e+00,9.796985108093225758e-01
1.030841635492038000e+00,9.800530187053320130e-01
1.035150596309996507e+00,9.804008143847053880e-01
1.039459557127954792e+00,9.807420341728968483e-01
1.043768517945913077e+00,9.810768114627097525e-01
1.048077478763871362e+00,9.814052767800170995e-01
1.052386439581829647e+00,9.817275578479857101e-01
1.056695400399787932e+00,9.820437796498371341e-01
1.061004361217746217e+00,9.823540644901791463e-01
1.065313322035704724e+00,9.826585320549375835e-01
1.069622282853663009e+00,9.829572994699206090e-01
1.073931243671621294e+00,9.832504813580467129e-01
1.078240204489579579e+00,9.835381898952646473e-01
1.082549165307537864e+00,9.838205348651956061e-01
1.086858126125496149e+00,9.840976237125264037e-01
1.091167086943454656e+00,9.843695615951816302e-01
1.095476047761412941e+00,9.846364514353024289e-01
1.099785008579371226e+00,9.848983939690584277e-01
1.104093969397329511e+00,9.851554877953200284e-01
1.108402930215287796e+00,9.854078294232168078e-01
1.112711891033246081e+00,9.856555133186066797e-01
1.117020851851204366e+00,9.858986319494816852e-01
1.121329812669162873e+00,9.861372758303339481e-01
1.125638773487121158e+00,9.863715335655055538e-01
1.129947734305079443e+00,9.866014918915467780e-01
1.134256695123037728e+00,9.868272357186033128e-01
1.138565655940996013e+00,9.870488481708573625e-01
1.142874616758954298e+00,9.872664106260419237e-01
1.147183577576912805e+00,9.874800027540516778e-01
1.151492538394871090e+00,9.876897025546691467e-01
1.155801499212829375e+00,9.878955863944294258e-01
1.160110460030787660e+00,9.880977290426399273e-01
1.164419420848745945e+00,9.882962037065777805e-01
1.168728381666704230e+00,9.884910820658819874e-01
1.173037342484662515e+00,9.886824343061599851e-01
1.177346303302621022e+00,9.888703291518258220e-01
1.181655264120579307e+00,9.890548338981888232e-01
1.185964224938537592e+00,9.892360144428098412e-01
1.190273185756495877e+00,9.894139353161417461e-01
1.194582146574454162e+00,9.895886597114709193e-01
1.198891107392412447e+00,9.897602495141757384e-01
1.203200068210370954e+00,9.899287653303197043e-01
1.207509029028329239e+00,9.900942665145909816e-01
1.211817989846287524e+00,9.902568111976082221e-01
1.216126950664245809e+00,9.904164563126032217e-01
1.220435911482204094e+00,9.905732576214977270e-01
1.224744872300162379e+00,9.907272697403869399e-01
1.229053833118120664e+00,9.908785461644449288e-01
1.233362793936079171e+00,9.910271392922634925e-01
1.237671754754037456e+00,9.911731004496395769e-01
1.241980715571995741e+00,9.913164799128231230e-01
1.246289676389954026e+00,9.914573269312382253e-01
1.250598637207912311e+00,9.915956897496891465e-01
1.254907598025870596e+00,9.917316156300645114e-01
1.259216558843828881e+00,9.918651508725503385e-01
1.263525519661787389e+00,9.919963408363638990e-01
1.267834480479745674e+00,9.921252299600185065e-01
1.272143441297703959e+00,9.922518617811323383e-01
1.276452402115662244e+00,9.923762789557895037e-01
1.280761362933620529e+00,9.924985232774653499e-01
1.285070323751578814e+00,9.926186356955253309e-01
1.289379284569537321e+00,9.927366563333079874e-01
