Sa,Probability
4.491319250676651387e-01,6.097200268525597711e-01
4.534408858856234792e-01,6.171712220189582432e-01
4.577498467035818197e-01,6.245094462481995956e-01
4.620588075215401047e-01,6.317347762582807835e-01
4.663677683394984452e-01,6.388473927880166103e-01
4.706767291574567302e-01,6.458475743684420900e-01
4.749856899754150708e-01,6.527356913224828805e-01
4.792946507933734113e-01,6.595121999910502630e-01
4.836036116113316963e-01,6.661776371830727683e-01
4.879125724292900368e-01,6.727326148463897981e-01
4.922215332472483218e-01,6.791778149559466460e-01
4.965304940652066623e-01,6.855139846152953353e-01
5.008394548831649473e-01,6.917419313670470915e-01
5.051484157011233433e-01,6.978625187076178404e-01
5.094573765190816284e-01,7.038766618013536647e-01
5.137663373370399134e-01,7.097853233889217517e-01
5.180752981549983094e-01,7.155895098846885016e-01
5.223842589729565944e-01,7.212902676576862238e-01
5.266932197909148794e-01,7.268886794906807003e-01
5.310021806088731644e-01,7.323858612117930544e-01
5.353111414268315604e-01,7.377829584931036022e-01
5.396201022447898454e-01,7.430811438106589284e-01
5.439290630627481304e-01,7.482816135603198582e-01
5.482380238807065265e-01,7.533855853239239675e-01
5.525469846986648115e-01,7.583942952802920079e-01
5.568559455166230965e-01,7.633089957556716820e-01
5.611649063345814925e-01,7.681309529082949172e-01
5.654738671525397775e-01,7.728614445418151568e-01
5.697828279704980625e-01,7.775017580424913310e-01
5.740917887884564585e-01,7.820531884350956364e-01
5.784007496064147436e-01,7.865170365526327201e-01
5.827097104243730286e-01,7.908946073150850964e-01
5.870186712423313136e-01,7.951872081125148650e-01
5.913276320602897096e-01,7.993961472879878016e-01
5.956365928782479946e-01,8.035227327159120136e-01
5.999455536962062796e-01,8.075682704715136939e-01
6.042545145141646756e-01,8.115340635873101727e-01
6.085634753321229606e-01,8.154214108925654791e-01
6.128724361500812456e-01,8.192316059318569543e-01
6.171813969680396417e-01,8.229659359590022483e-01
6.214903577859979267e-01,8.266256810027341473e-01
6.257993186039562117e-01,8.302121130006409055e-01
6.301082794219144967e-01,8.337264949980093265e-01
6.344172402398728927e-01,8.371700804083436198e-01
6.387262010578311777e-01,8.405441123324479680e-01
6.430351618757894627e-01,8.438498229330888556e-01
6.473441226937478588e-01,8.470884328623625725e-01
6.516530835117061438e-01,8.502611507390169798e-01
6.559620443296644288e-01,8.533691726730877614e-01
6.602710051476228248e-01,8.564136818353091929e-01
6.645799659655811098e-01,8.593958480688819179e-01
6.688889267835393948e-01,8.623168275412700368e-01
6.731978876014977908e-01,8.651777624338061745e-01
6.775068484194560758e-01,8.679797806669796723e-01
6.818158092374143608e-01,8.707239956593775254e-01
6.861247700553726458e-01,8.734115061183342910e-01
6.904337308733310419e-01,8.760433958604421090e-01
6.947426916912893269e-01,8.786207336601502549e-01
6.990516525092476119e-01,8.811445731247693480e-01
7.033606133272060079e-01,8.836159525942726134e-01
7.076695741451642929e-01,8.860358950643592024e-01
7.119785349631225779e-01,8.884054081313290663e-01
7.162874957810809740e-01,8.907254839573695016e-01
7.205964565990392590e-01,8.929970992549425279e-01
7.249054174169975440e-01,8.952212152890094421e-01
7.292143782349558290e-01,8.973987778959031658e-01
7.335233390529142250e-01,8.995307175177100767e-01
7.378322998708725100e-01,9.016179492510865146e-01
7.421412606888307950e-01,9.036613729094863379e-01
7.464502215067891910e-01,9.056618730978290843e-01
7.507591823247474760e-01,9.076203192986885826e-01
7.550681431427057611e-01,9.095375659691318226e-01
7.593771039606641571e-01,9.114144526473798580e-01
7.636860647786224421e-01,9.132518040685106975e-01
7.679950255965807271e-01,9.150504302884630015e-01
7.723039864145391231e-01,9.168111268156416971e-01
7.766129472324974081e-01,9.185346747494631536e-01
7.809219080504556931e-01,9.202218409252156395e-01
7.852308688684139781e-01,9.218733780646448661e-01
7.895398296863723742e-01,9.234900249317068432e-01
7.938487905043306592e-01,9.250725064929645747e-01
7.981577513222889442e-01,9.266215340821325475e-01
8.024667121402473402e-01,9.281378055683028316e-01
8.067756729582056252e-01,9.296220055274143634e-01
8.110846337761639102e-01,9.310748054165529641e-01
8.153935945941223062e-01,9.324968637506938496e-01
8.197025554120805912e-01,9.338888262815217001e-01
8.240115162300388763e-01,9.352513261779885623e-01
8.283204770479971613e-01,9.365849842082863974e-01
8.326294378659555573e-01,9.378904089229357366e-01
8.369383986839138423e-01,9.391681968387086687e-01
8.412473595018721273e-01,9.404189326231242596e-01
8.455563203198305233e-01,9.416431892792693770e-01
8.498652811377888083e-01,9.428415283307173267e-01
8.541742419557470933e-01,9.440145000063299152e-01
8.584832027737054894e-01,9.451626434247455411e-01
8.627921635916637744e-01,9.462864867783667977e-01
8.671011244096220594e-01,9.473865475166773908e-01
8.714100852275804554e-01,9.484633325287296080e-01
8.757190460455387404e-01,9.495173383246546805e-01
8.800280068634970254e-01,9.505490512160600369e-01
8.843369676814553104e-01,9.515589474951904325e-01
8.886459284994137064e-01,9.525474936127344971e-01
8.929548893173719915e-01,9.535151463541733374e-01
8.972638501353302765e-01,9.544623530145750490e-01
9.015728109532886725e-01,9.553895515717441000e-01
9.058817717712469575e-01,9.562971708576487595e-01
9.101907325892052425e-01,9.571856307280514065e-01
9.144996934071636385e-01,9.580553422302764410e-01
9.188086542251219235e-01,9.589067077690582863e-01
9.231176150430802085e-01,9.597401212704148588e-01
9.274265758610386046e-01,9.605559683435008766e-01
9.317355366789968896e-01,9.613546264403991515e-01
9.360444974969551746e-01,9.621364650138144459e-01
9.403534583149134596e-01,9.629018456726379238e-01
9.446624191328718556e-01,9.636511223353564359e-01
9.489713799508301406e-01,9.643846413812836582e-01
9.532803407687884256e-01,9.651027417995954316e-01
9.575893015867468216e-01,9.658057553361544256e-01
9.618982624047051067e-01,9.664940066381134676e-01
9.662072232226633917e-01,9.671678133962897661e-01
9.705161840406217877e-01,9.678274864853053661e-01
9.748251448585800727e-01,9.684733301014926132e-01
9.791341056765383577e-01,9.691056418985644072e-01
9.834430664944966427e-01,9.697247131210544602e-01
9.877520273124550387e-01,9.703308287355320028e-01
9.920609881304133237e-01,9.709242675595982641e-01
9.963699489483716087e-01,9.715053023886772721e-01
1.000678909766330005e+00,9.720742001206092997e-01
1.004987870584288068e+00,9.726312218780625019e-01
1.009296831402246575e+00,9.731766231287770630e-01
1.013605792220204860e+00,9.737106538036585102e-01
1.017914753038163145e+00,9.742335584127368442e-01
1.022223713856121430e+00,9.747455761590120282e-01
1.026532674674079715e+00,9.752469410502035974e-01
1.030841635492038000e+00,9.757378820084284810e-01
1.035150596309996507e+00,9.762186229778250235e-01
1.039459557127954792e+00,9.766893830301489610e-01
1.043768517945913077e+00,9.771503764683633353e-01
1.048077478763871362e+00,9.776018129282471048e-01
1.052386439581829647e+00,9.780438974780458761e-01
1.056695400399787932e+00,9.784768307161910705e-01
1.061004361217746217e+00,9.789008088671129482e-01
1.065313322035704724e+00,9.793160238751722479e-01
1.069622282853663009e+00,9.797226634967387549e-01
1.073931243671621294e+00,9.801209113904416625e-01
1.078240204489579579e+00,9.805109472056183773e-01
1.082549165307537864e+00,9.808929466689905174e-01
1.086858126125496149e+00,9.812670816695924225e-01
1.091167086943454656e+00,9.816335203419800370e-01
1.095476047761412941e+00,9.819924271477470379e-01
1.099785008579371226e+00,9.823439629553760710e-01
1.104093969397329511e+00,9.826882851184520762e-01
1.108402930215287796e+00,9.830255475522640118e-01
1.112711891033246081e+00,9.833559008088232911e-01
1.117020851851204366e+00,9.836794921503261291e-01
1.121329812669162873e+00,9.839964656210844485e-01
1.125638773487121158e+00,9.843069621179549866e-01
1.129947734305079443e+00,9.846111194592915838e-01
1.134256695123037728e+00,9.849090724524465212e-01
1.138565655940996013e+00,9.852009529598489967e-01
1.142874616758954298e+00,9.854868899636846091e-01
1.147183577576912805e+00,9.857670096292030504e-01
1.151492538394871090e+00,9.860414353666792087e-01
1.155801499212829375e+00,9.863102878920513295e-01
1.160110460030787660e+00,9.865736852862647677e-01
1.164419420848745945e+00,9.868317430533414258e-01
1.168728381666704230e+00,9.870845741772029669e-01
1.173037342484662515e+00,9.873322891772707832e-01
1.177346303302621022e+00,9.875749961628648155e-01
1.181655264120579307e+00,9.878128008864276444e-01
1.185964224938537592e+00,9.880458067955943946e-01
1.190273185756495877e+00,9.882741150841332090e-01
1.194582146574454162e+00,9.884978247417777197e-01
1.198891107392412447e+00,9.887170326029733891e-01
1.203200068210370954e+00,9.889318333945614770e-01
1.207509029028329239e+00,9.891423197824196212e-01
1.211817989846287524e+00,9.893485824170822340e-01
1.216126950664245809e+00,9.895507099783605875e-01
1.220435911482204094e+00,9.897487892189836822e-01
1.224744872300162379e+00,9.899429050072791059e-01
1.229053833118120664e+00,9.901331403689150878e-01
1.233362793936079171e+00,9.903195765277227336e-01
1.237671754754037456e+00,9.905022929456166469e-01
1.241980715571995741e+00,9.906813673616348126e-01
1.246289676389954026e+00,9.908568758301145030e-01
1.250598637207912311e+00,9.910288927580229723e-01
1.254907598025870596e+00,9.911974909414618118e-01
1.259216558843828881e+00,9.913627416013603977e-01
1.263525519661787389e+00,9.915247144183784167e-01
1.267834480479745674e+00,9.916834775670312352e-01
1.272143441297703959e+00,9.918390977490582072e-01
1.276452402115662244e+00,9.919916402260470223e-01
1.280761362933620529e+00,9.921411688513321891e-01
1.285070323751578814e+00,9.922877461011826439e-01
1.289379284569537321e+00,9.924314331052936922e-01
